,Unnamed: 0,lastName,firstName,state,party,chamber,gender,birthday,raceEthnicity,pre2018incumbent,citizenPopulation,medianHouseholdIncome,TweetCongress
505,510,Warner,Mark,VA,-1,0.5,-0.5,24079,1,-0.33,7816285.0,68766.0,MarkWarner
506,511,Warren,Elizabeth,MA,-1,0.5,0.5,26081,1,1,6234915.0,74167.0,SenWarren
507,512,Wasserman Schultz,Debbie,FL,-1,-0.5,0.5,19775,1,1,639660.0,61513.0,RepDWStweets
508,513,Waters,Maxine,CA,-1,-0.5,0.5,30045,-0.5,1,595560.0,54614.0,RepMaxineWaters
509,514,Watkins,Steven,KS,1,-0.5,-0.5,16131,1,0.33,699670.0,51778.0,Rep_Watkins
510,515,Watson Coleman,Bonnie,NJ,-1,-0.5,0.5,27678,-0.5,1,649630.0,85744.0,RepBonnie
511,516,Weber,Randy,TX,1,-0.5,-0.5,24610,1,1,679340.0,58103.0,TXRandy14
512,517,Webster,Daniel,FL,1,-0.5,-0.5,26137,1,1,710335.0,43610.0,RepWebster
513,518,Welch,Peter,VT,-1,-0.5,-0.5,26863,1,1,613910.0,57677.0,PeterWelch
514,519,Wenstrup,Brad,OH,1,-0.5,-0.5,22799,1,1,715415.0,55472.0,RepBradWenstrup
515,520,Westerman,Bruce,AR,1,-0.5,-0.5,19358,1,1,699895.0,39586.0,RepWesterman
516,521,Wexton,Jennifer,VA,-1,-0.5,0.5,19167,1,-1,725295.0,120384.0,RepWexton
517,522,Whitehouse,Sheldon,RI,-1,0.5,-0.5,23770,1,1,986560.0,61043.0,SenWhitehouse
518,523,Wicker,Roger,MS,1,0.5,-0.5,25338,1,1,2946760.0,42009.0,SenatorWicker
519,524,Wild,Susan,PA,-1,-0.5,0.5,23174,1,0.33,690233.0,0.0,RepSusanWild
520,525,Williams,Roger,TX,1,-0.5,-0.5,25998,1,1,712800.0,69083.0,RepRWilliams
521,526,Wilson,Frederica,FL,-1,-0.5,0.5,28502,-0.5,1,594600.0,38441.0,RepJoeWilson
522,527,Wilson,Joe,SC,1,-0.5,-0.5,26773,1,1,669715.0,57253.0,RepWilson
523,528,Wittman,Robert,VA,1,-0.5,-0.5,22568,1,1,738925.0,81338.0,RobWittman
524,529,Womack,Steve,AR,1,-0.5,-0.5,23283,1,1,721855.0,47903.0,Rep_SteveWomack
525,530,Woodall,Rob,GA,1,-0.5,-0.5,18542,1,1,657130.0,72481.0,RepRobWoodall
526,531,Wright,Ron,TX,1,-0.5,-0.5,24695,1,0.33,692060.0,65758.0,RepRonWright
527,532,Wyden,Ron,OR,-1,0.5,-0.5,26131,1,-0.33,3753590.0,56119.0,RonWyden
528,533,Yarmuth,John,KY,-1,-0.5,-0.5,26677,1,1,708115.0,51070.0,RepJohnYarmuth
529,534,Yoho,Ted,FL,1,-0.5,-0.5,23960,1,1,689685.0,45970.0,RepTedYoho
530,535,Young,Todd,IN,1,0.5,-0.5,17617,1,-0.33,6385820.0,52182.0,SenToddYoung
531,536,Young,Don,AK,1,-0.5,-0.5,31938,1,1,712745.0,76440.0,RepDonYoung
532,537,Zeldin,Lee,NY,1,-0.5,-0.5,14902,1,1,679190.0,90435.0,RepLeeZeldin
