,lastName,firstName,state,party,chamber,gender,birthday,raceEthnicity,pre2018incumbent,citizenPopulation,medianHouseholdIncome,TweetCongress
443,Shalala,Donna,FL,Democrat,rep,F,,White - Middle Eastern - Lebanese,Open - Retired,556235.0,51958.0,RepShalala
444,Shelby,Richard,AL,Republican,sen,M,5/6/1934,White - Non-Hispanic,Not up,4734505.0,46472.0,SenShelby
445,Sherman,Brad,CA,Democrat,rep,M,10/24/1954,White - Non-Hispanic,Won,651345.0,76778.0,BradSherman
446,Sherrill,Mikie,NJ,Democrat,rep,F,,White - Non-Hispanic,Open - Retired,694685.0,108260.0,RepSherrill
447,Shimkus,John,IL,Republican,rep,M,2/21/1958,White - Non-Hispanic,Won,696530.0,49927.0,RepShimkus
448,Simpson,Michael,ID,Republican,rep,M,9/8/1950,White - Non-Hispanic,Won,762650.0,51294.0,CongMikeSimpson
449,Sinema,Kyrsten,AZ,Democrat,sen,F,7/12/1976,White - Non-Hispanic,Open - Retired,6192380.0,53510.0,SenatorSinema
450,Sires,Albio,NJ,Democrat,rep,M,1/26/1951,Hispanic - Cuban,Won,574780.0,57391.0,RepSires
451,Slotkin,Elissa,MI,Democrat,rep,F,,White - Non-Hispanic,Lost,694265.0,66495.0,RepSlotkin
452,Smith,Tina,MN,Democrat,sen,F,3/4/1958,White - Non-Hispanic,Won,5234815.0,65699.0,RepChrisSmith
453,Smith,Adam,WA,Democrat,rep,M,6/15/1965,White - Non-Hispanic,Won,608730.0,75407.0,RepAdrianSmith
454,Smith,Adrian,NE,Republican,rep,M,12/19/1970,White - Non-Hispanic,Won,586185.0,50985.0,RepAdamSmith
455,Smith,Jason,MO,Republican,rep,M,6/16/1980,White - Non-Hispanic,Won,740015.0,40639.0,RepJasonSmith
456,Smith,Christopher,NJ,Republican,rep,M,3/4/1953,White - Non-Hispanic,Won,699475.0,78511.0,SenTinaSmith
457,Smucker,Lloyd,PA,Republican,rep,M,1/23/1964,White - Non-Hispanic,Won,708533.0,,RepSmucker
458,Soto,Darren,FL,Democrat,rep,M,2/25/1978,Hispanic - Puerto Rican,Won,714440.0,49899.0,RepDarrenSoto
459,Spanberger,Abigail,VA,Democrat,rep,F,,White - Non-Hispanic,Lost,725995.0,73580.0,RepSpanberger
460,Spano,Ross,FL,Republican,rep,M,,White - Non-Hispanic,Open - Retired,703740.0,53784.0,RepRossSpano
461,Speier,Jackie,CA,Democrat,rep,F,5/14/1950,White - Non-Hispanic,Won,628140.0,103850.0,RepSpeier
462,Stabenow,Debbie,MI,Democrat,sen,F,4/29/1950,White - Non-Hispanic,Won,9601980.0,52668.0,SenStabenow
463,Stanton,Greg,AZ,Democrat,rep,M,,White - Non-Hispanic,Open - Ran for Senate,687315.0,55349.0,RepGregStanton
464,Stauber,Pete,MN,Republican,rep,M,,White - Non-Hispanic,Open - Retired,657900.0,53676.0,RepPeteStauber
465,Stefanik,Elise,NY,Republican,rep,F,7/2/1984,White - Non-Hispanic,Won,704000.0,52350.0,RepStefanik
466,Steil,Bryan,WI,Republican,rep,M,,White - Non-Hispanic,Open - Retired,696010.0,61589.0,RepBryanSteil
467,Steube,W.,FL,Republican,rep,M,,White - Non-Hispanic,Open - Retired,687455.0,45508.0,RepGregSteube
468,Stevens,Haley,MI,Democrat,rep,F,,White - Non-Hispanic,Open - Retired,673925.0,79805.0,RepHaleyStevens
469,Stewart,Chris,UT,Republican,rep,M,7/15/1960,White - Non-Hispanic,Won,680315.0,60700.0,RepChrisStewart
470,Stivers,Steve,OH,Republican,rep,M,3/24/1965,White - Non-Hispanic,Won,726345.0,61514.0,RepSteveStivers
471,Sullivan,Dan,AK,Republican,sen,M,11/13/1964,White - Non-Hispanic,Not up,712745.0,76114.0,SenDanSullivan
472,Suozzi,Thomas,NY,Democrat,rep,M,8/31/1962,White - Non-Hispanic,Won,672660.0,111504.0,RepTomSuozzi
473,Swalwell,Eric,CA,Democrat,rep,M,11/16/1980,White - Non-Hispanic,Won,640280.0,106291.0,RepSwalwell
474,Takano,Mark,CA,Democrat,rep,M,12/10/1960,Asian - Japanese,Won,636580.0,62069.0,RepMarkTakano
475,Taylor,Van,TX,Republican,rep,M,,White - Non-Hispanic,Open - Retired,709045.0,88619.0,RepVanTaylor
476,Tester,Jon,MT,Democrat,sen,M,8/21/1956,White - Non-Hispanic,Won,1013805.0,50801.0,SenatorTester
477,Thompson,Glenn,PA,Republican,rep,M,7/27/1959,White - Non-Hispanic,Won,688119.0,,RepThompson
478,Thompson,Bennie,MS,Democrat,rep,M,1/28/1948,Black - African-American,Won,716340.0,34392.0,BennieGThompson
479,Thompson,Mike,CA,Democrat,rep,M,1/24/1951,White - Non-Hispanic,Won,649765.0,73006.0,CongressmanGT
480,Thornberry,Mac,TX,Republican,rep,M,7/15/1958,White - Non-Hispanic,Won,661255.0,50150.0,MacTXPress
481,Thune,John,SD,Republican,sen,M,1/7/1961,White - Non-Hispanic,Not up,833720.0,54126.0,SenJohnThune
482,Tillis,Thom,NC,Republican,sen,M,8/30/1960,White - Non-Hispanic,Not up,9445115.0,50320.0,senthomtillis
483,Timmons,William,SC,Republican,rep,M,,White - Non-Hispanic,Open - Retired,665895.0,51718.0,RepTimmons
484,Tipton,Scott,CO,Republican,rep,M,11/9/1956,White - Non-Hispanic,Won,697295.0,50817.0,RepTipton
485,Titus,Dina,NV,Democrat,rep,F,5/23/1950,White - Non-Hispanic,Won,554245.0,38000.0,RepDinaTitus
486,Tlaib,Rashida,MI,Democrat,rep,F,,White - Middle Eastern - Palestinian,Vacant - Resignation,660370.0,33995.0,RepRashida
487,Tonko,Paul,NY,Democrat,rep,M,6/18/1949,White - Non-Hispanic,Won,699020.0,64226.0,RepPaulTonko
488,Toomey,Patrick,PA,Republican,sen,M,11/17/1961,White - Non-Hispanic,Not up,12390675.0,56951.0,SenToomey
489,Torres,Norma,CA,Democrat,rep,F,4/4/1965,Hispanic - Guatemalan,Won,601835.0,57159.0,NormaJTorres
490,Torres Small,Xochitl,NM,Democrat,rep,F,,Hispanic,Open - Ran for governor,644560.0,41797.0,RepTorresSmall
491,Trahan,Lori,MA,Democrat,rep,F,,White - Portuguese-American,Open - Retired,695185.0,77995.0,RepLoriTrahan
492,Trone,David,MD,Democrat,rep,M,,White - Non-Hispanic,Open - Retired,681490.0,75774.0,repdavidtrone
493,Turner,Michael,OH,Republican,rep,M,1/11/1960,White - Non-Hispanic,Won,705675.0,49988.0,RepMikeTurner
494,Udall,Tom,NM,Democrat,sen,M,5/18/1948,White - Non-Hispanic,Not up,1954250.0,46718.0,SenatorTomUdall
495,Underwood,Lauren,IL,Democrat,rep,F,,Black - African-American,Lost,695550.0,90345.0,RepUnderwood
496,Upton,Fred,MI,Republican,rep,M,4/23/1953,White - Non-Hispanic,Won,694955.0,51477.0,RepFredUpton
497,Van Drew,Jefferson,NJ,Democrat,rep,M,,White - Non-Hispanic,Open - Retired,691390.0,60756.0,CongressmanJVD
498,Van Hollen,Chris,MD,Democrat,sen,M,1/10/1959,White - Non-Hispanic,Not up,5517145.0,78916.0,ChrisVanHollen
499,Vargas,Juan,CA,Democrat,rep,M,3/7/1961,Hispanic - Mexican,Won,591345.0,46639.0,RepJuanVargas
500,Veasey,Marc,TX,Democrat,rep,M,1/3/1971,Black - African-American,Won,532215.0,38445.0,RepVeasey
501,Vela,Filemon,TX,Democrat,rep,M,2/13/1963,Hispanic - Mexican,Won,618805.0,37989.0,RepFilemonVela
502,Velazquez,Nydia,NY,Democrat,rep,F,3/28/1953,Hispanic - Puerto Rican,Won,598300.0,55207.0,NydiaVelazquez
503,Visclosky,Peter,IN,Democrat,rep,M,8/13/1949,White - Non-Hispanic,Won,698475.0,56370.0,RepVisclosky
504,Wagner,Ann,MO,Republican,rep,F,9/13/1962,White - Non-Hispanic,Won,737410.0,79724.0,RepAnnWagner
505,Walberg,Tim,MI,Republican,rep,M,4/12/1951,White - Non-Hispanic,Won,695940.0,56427.0,RepWalberg
506,Walden,Greg,OR,Republican,rep,M,1/10/1957,White - Non-Hispanic,Won,756525.0,49837.0,RepGregWalden
507,Walker,Mark,NC,Republican,rep,M,5/20/1969,White - Non-Hispanic,Won,717700.0,47335.0,RepMarkWalker
508,Walorski,Jackie,IN,Republican,rep,F,8/17/1963,White - Non-Hispanic,Won,695045.0,51292.0,RepWalorski
509,Waltz,Michael,FL,Republican,rep,M,,White - Non-Hispanic,Open - Elected governor,706230.0,46882.0,RepMichaelWaltz
510,Warner,Mark,VA,Democrat,sen,M,12/15/1954,White - Non-Hispanic,Not up,7816285.0,68766.0,MarkWarner
511,Warren,Elizabeth,MA,Democrat,sen,F,6/22/1949,White - Non-Hispanic,Won,6234915.0,74167.0,SenWarren
512,Wasserman Schultz,Debbie,FL,Democrat,rep,F,9/27/1966,White - Non-Hispanic,Won,639660.0,61513.0,RepDWStweets
513,Waters,Maxine,CA,Democrat,rep,F,8/15/1938,Black - African-American,Won,595560.0,54614.0,RepMaxineWaters
514,Watkins,Steven,KS,Republican,rep,M,,White - Non-Hispanic,Open - Retired,699670.0,51778.0,Rep_Watkins
515,Watson Coleman,Bonnie,NJ,Democrat,rep,F,2/6/1945,Black - African-American,Won,649630.0,85744.0,RepBonnie
516,Weber,Randy,TX,Republican,rep,M,7/2/1953,White - Non-Hispanic,Won,679340.0,58103.0,TXRandy14
517,Webster,Daniel,FL,Republican,rep,M,4/27/1949,White - Non-Hispanic,Won,710335.0,43610.0,RepWebster
518,Welch,Peter,VT,Democrat,rep,M,5/2/1947,White - Non-Hispanic,Won,613910.0,57677.0,PeterWelch
519,Wenstrup,Brad,OH,Republican,rep,M,6/17/1958,White - Non-Hispanic,Won,715415.0,55472.0,RepBradWenstrup
520,Westerman,Bruce,AR,Republican,rep,M,11/18/1967,White - Non-Hispanic,Won,699895.0,39586.0,RepWesterman
521,Wexton,Jennifer,VA,Democrat,rep,F,,White - Non-Hispanic,Lost,725295.0,120384.0,RepWexton
522,Whitehouse,Sheldon,RI,Democrat,sen,M,10/20/1955,White - Non-Hispanic,Won,986560.0,61043.0,SenWhitehouse
523,Wicker,Roger,MS,Republican,sen,M,7/5/1951,White - Non-Hispanic,Won,2946760.0,42009.0,SenatorWicker
524,Wild,Susan,PA,Democrat,rep,F,6/7/1957,White - Non-Hispanic,Vacant - Resignation,690233.0,,RepSusanWild
525,Williams,Roger,TX,Republican,rep,M,9/13/1949,White - Non-Hispanic,Won,712800.0,69083.0,RepRWilliams
526,Wilson,Frederica,FL,Democrat,rep,F,11/5/1942,Black - African-American,Won,594600.0,38441.0,RepJoeWilson
527,Wilson,Joe,SC,Republican,rep,M,7/31/1947,White - Non-Hispanic,Won,669715.0,57253.0,RepWilson
528,Wittman,Robert,VA,Republican,rep,M,2/3/1959,White - Non-Hispanic,Won,738925.0,81338.0,RobWittman
529,Womack,Steve,AR,Republican,rep,M,2/18/1957,White - Non-Hispanic,Won,721855.0,47903.0,Rep_SteveWomack
530,Woodall,Rob,GA,Republican,rep,M,2/11/1970,White - Non-Hispanic,Won,657130.0,72481.0,RepRobWoodall
531,Wright,Ron,TX,Republican,rep,M,,White - Non-Hispanic,Open - Retired,692060.0,65758.0,RepRonWright
532,Wyden,Ron,OR,Democrat,sen,M,5/3/1949,White - Non-Hispanic,Not up,3753590.0,56119.0,RonWyden
533,Yarmuth,John,KY,Democrat,rep,M,11/4/1947,White - Non-Hispanic,Won,708115.0,51070.0,RepJohnYarmuth
534,Yoho,Ted,FL,Republican,rep,M,4/13/1955,White - Non-Hispanic,Won,689685.0,45970.0,RepTedYoho
535,Young,Todd,IN,Republican,sen,M,8/24/1972,White - Non-Hispanic,Not up,6385820.0,52182.0,SenToddYoung
536,Young,Don,AK,Republican,rep,M,6/9/1933,White - Non-Hispanic,Won,712745.0,76440.0,RepDonYoung
537,Zeldin,Lee,NY,Republican,rep,M,1/30/1980,White - Non-Hispanic,Won,679190.0,90435.0,RepLeeZeldin
