,lastName,firstName,state,party,chamber,gender,birthday,raceEthnicity,pre2018incumbent,citizenPopulation,medianHouseholdIncome,TweetCongress,reliability,tweets
412,Rush,Bobby,IL,-1,-0.5,-0.5,27026,-0.5,1.0,684775.0,50523.0,repbobbyrush,0.7112299465240641,241.0
413,Rutherford,John,FL,1,-0.5,-0.5,24916,1.0,1.0,717255.0,68229.0,reprutherfordfl,0.8068181818181819,105.0
414,Ryan,Tim,OH,-1,-0.5,-0.5,17294,1.0,1.0,696855.0,42430.0,reptimryan,0.5964912280701755,320.0
415,Sablan,Gregorio,MP,-1,-0.5,-0.5,24047,0.0,0.0,0.0,0.0,kilili_sablan,0.0,0.0
416,Sanchez,Linda,CA,-1,-0.5,0.5,18924,0.0,1.0,625175.0,66421.0,replindasanchez,0.8103448275862069,276.0
417,Sanders,Bernard,VT,0,0.5,-0.5,28928,1.0,1.0,613910.0,57808.0,sensanders,0.8454545454545455,381.0
418,Sarbanes,John,MD,-1,-0.5,-0.5,21367,1.0,1.0,693445.0,83620.0,repsarbanes,0.85,345.0
419,Sasse,Benjamin,NE,1,0.5,-0.5,17804,1.0,-0.33,1799310.0,56675.0,sensasse,0.125,15.0
420,Scalise,Steve,LA,1,-0.5,-0.5,20134,1.0,1.0,762895.0,56938.0,stevescalise,0.6945812807881773,265.0
421,Scanlon,Mary,PA,-1,-0.5,0.5,22363,1.0,0.33,675299.0,0.0,repmgs,0.7704918032786885,225.0
422,Schakowsky,Janice,IL,-1,-0.5,0.5,27937,1.0,1.0,640635.0,67084.0,janschakowsky,0.7672413793103448,286.0
423,Schatz,Brian,HI,-1,0.5,-0.5,17563,1.0,-0.33,1303955.0,74923.0,senbrianschatz,0.7394366197183099,179.0
424,Schiff,Adam,CA,-1,-0.5,-0.5,22066,1.0,1.0,600475.0,63940.0,repadamschiff,0.6846153846153846,171.0
425,Schneider,Bradley,IL,-1,-0.5,-0.5,21642,1.0,1.0,627430.0,74971.0,repschneider,0.7802197802197802,222.0
426,Schrader,Kurt,OR,-1,-0.5,-0.5,25235,1.0,1.0,748460.0,60395.0,repschrader,0.7909090909090909,133.0
427,Schrier,Kim,WA,-1,-0.5,0.5,19082,1.0,0.33,666200.0,79516.0,repkimschrier,0.8704663212435233,218.0
428,Schumer,Charles,NY,-1,0.5,-0.5,25565,1.0,-0.33,17677055.0,62765.0,senschumer,0.4838709677419355,423.0
429,Schweikert,David,AZ,1,-0.5,-0.5,21447,1.0,1.0,696790.0,67830.0,repdavid,0.8896321070234113,332.0
430,Scott,Robert,VA,-1,-0.5,-0.5,26868,-0.5,1.0,719895.0,51794.0,bobbyscott,0.8347457627118644,275.0
431,Scott,David,GA,-1,-0.5,-0.5,27540,-0.5,1.0,684200.0,57342.0,repdavidscott,0.9137055837563451,214.0
432,Scott,Rick,FL,1,0.5,-0.5,24826,1.0,-1.0,18101505.0,50883.0,senrickscott,0.6481481481481481,146.0
433,Scott,Austin,GA,1,-0.5,-0.5,18608,1.0,1.0,682145.0,44360.0,austinscottga08,0.8983050847457628,65.0
434,Scott,Tim,SC,1,0.5,-0.5,20151,-0.5,-0.33,4694715.0,48781.0,senatortimscott,0.8875502008032128,277.0
435,Sensenbrenner,F.,WI,1,-0.5,-0.5,28284,1.0,1.0,702210.0,68162.0,jimpressoffice,0.6451612903225806,42.0
436,Serrano,Jose,NY,-1,-0.5,-0.5,28152,0.0,1.0,590245.0,29234.0,repjoseserrano,0.8181818181818181,117.0
437,Sewell,Terri,AL,-1,-0.5,0.5,20412,-0.5,1.0,662645.0,34664.0,repterrisewell,0.8892988929889298,301.0
438,Shaheen,Jeanne,NH,-1,0.5,0.5,26960,1.0,-0.33,1291410.0,71305.0,senatorshaheen,0.850609756097561,377.0
439,Shalala,Donna,FL,-1,-0.5,0.5,29134,1.0,0.33,556235.0,51958.0,repshalala,0.7556390977443609,331.0
440,Shelby,Richard,AL,1,0.5,-0.5,31610,1.0,-0.33,4734505.0,46472.0,senshelby,0.9702970297029703,104.0
441,Sherman,Brad,CA,-1,-0.5,-0.5,24134,1.0,1.0,651345.0,76778.0,bradsherman,0.8014705882352942,163.0
442,Sherrill,Mikie,NJ,-1,-0.5,0.5,17838,1.0,0.33,694685.0,108260.0,repsherrill,0.9336099585062241,257.0
443,Shimkus,John,IL,1,-0.5,-0.5,22918,1.0,1.0,696530.0,49927.0,repshimkus,0.8461538461538461,30.0
444,Simpson,Michael,ID,1,-0.5,-0.5,25641,1.0,1.0,762650.0,51294.0,congmikesimpson,0.7636363636363637,68.0
445,Sinema,Kyrsten,AZ,-1,0.5,0.5,16202,1.0,0.33,6192380.0,53510.0,senatorsinema,0.7580246913580246,503.0
446,Sires,Albio,NJ,-1,-0.5,-0.5,25501,0.0,1.0,574780.0,57391.0,repsires,0.8853754940711462,282.0
447,Slotkin,Elissa,MI,-1,-0.5,0.5,16204,1.0,-1.0,694265.0,66495.0,repslotkin,0.7865853658536586,199.0
448,Smith,Tina,MN,-1,0.5,0.5,22907,1.0,1.0,5234815.0,65699.0,repchrissmith,0.8360655737704918,71.0
449,Smith,Adam,WA,-1,-0.5,-0.5,20247,1.0,1.0,608730.0,75407.0,repadriansmith,0.8476190476190476,121.0
450,Smith,Adrian,NE,1,-0.5,-0.5,18234,1.0,1.0,586185.0,50985.0,repadamsmith,0.8119122257053291,379.0
451,Smith,Jason,MO,1,-0.5,-0.5,14767,1.0,1.0,740015.0,40639.0,repjasonsmith,0.7735849056603774,65.0
452,Smith,Christopher,NJ,1,-0.5,-0.5,24733,1.0,1.0,699475.0,78511.0,sentinasmith,0.782051282051282,285.0
453,Smucker,Lloyd,PA,1,-0.5,-0.5,20756,1.0,1.0,708533.0,0.0,repsmucker,0.8936170212765957,156.0
454,Soto,Darren,FL,-1,-0.5,-0.5,15609,0.0,1.0,714440.0,49899.0,repdarrensoto,0.8664383561643836,331.0
455,Spanberger,Abigail,VA,-1,-0.5,0.5,15081,1.0,-1.0,725995.0,73580.0,repspanberger,0.8516320474777448,387.0
456,Spano,Ross,FL,1,-0.5,-0.5,19851,1.0,0.33,703740.0,53784.0,reprossspano,0.0,0.0
457,Speier,Jackie,CA,-1,-0.5,0.5,25758,1.0,1.0,628140.0,103850.0,repspeier,0.7208121827411167,252.0
458,Stabenow,Debbie,MI,-1,0.5,0.5,25773,1.0,1.0,9601980.0,52668.0,senstabenow,0.8050847457627119,282.0
459,Stanton,Greg,AZ,-1,-0.5,-0.5,18520,1.0,0.33,687315.0,55349.0,repgregstanton,0.8315789473684211,222.0
460,Stauber,Pete,MN,1,-0.5,-0.5,19918,1.0,0.33,657900.0,53676.0,reppetestauber,0.9291338582677166,136.0
461,Stefanik,Elise,NY,1,-0.5,0.5,13290,1.0,1.0,704000.0,52350.0,repstefanik,0.8766519823788547,510.0
462,Steil,Bryan,WI,1,-0.5,-0.5,14507,1.0,0.33,696010.0,61589.0,repbryansteil,0.8926553672316384,196.0
463,Steube,Greg,FL,1,-0.5,-0.5,15526,1.0,0.33,687455.0,45508.0,repgregsteube,0.8690476190476191,190.0
464,Stevens,Haley,MI,-1,-0.5,0.5,13664,1.0,0.33,673925.0,79805.0,rephaleystevens,0.8715277777777778,325.0
465,Stewart,Chris,UT,1,-0.5,-0.5,22043,1.0,1.0,680315.0,60700.0,repchrisstewart,0.78,122.0
466,Stivers,Steve,OH,1,-0.5,-0.5,20330,1.0,1.0,726345.0,61514.0,repstevestivers,0.8914285714285715,194.0
467,Sullivan,Dan,AK,1,0.5,-0.5,20461,1.0,-0.33,712745.0,76114.0,sendansullivan,0.84,174.0
468,Suozzi,Thomas,NY,-1,-0.5,-0.5,21266,1.0,1.0,672660.0,111504.0,reptomsuozzi,0.8050314465408805,190.0
469,Swalwell,Eric,CA,-1,-0.5,-0.5,14614,1.0,1.0,640280.0,106291.0,repswalwell,0.7142857142857143,108.0
470,Takano,Mark,CA,-1,-0.5,-0.5,21895,-1.0,1.0,636580.0,62069.0,repmarktakano,0.8148148148148148,352.0
471,Taylor,Van,TX,1,-0.5,-0.5,17643,1.0,0.33,709045.0,88619.0,repvantaylor,0.9492753623188406,145.0
472,Tester,Jon,MT,-1,0.5,-0.5,23467,1.0,1.0,1013805.0,50801.0,senatortester,0.8604651162790697,245.0
473,Thompson,Glenn,PA,1,-0.5,-0.5,22397,1.0,1.0,688119.0,0.0,repthompson,0.8425196850393701,147.0
474,Thompson,Bennie,MS,-1,-0.5,-0.5,26595,-0.5,1.0,716340.0,34392.0,benniegthompson,0.7474747474747475,124.0
475,Thompson,Mike,CA,-1,-0.5,-0.5,25503,1.0,1.0,649765.0,73006.0,congressmangt,0.8421052631578947,154.0
476,Thornberry,Mac,TX,1,-0.5,-0.5,22774,1.0,1.0,661255.0,50150.0,mactxpress,0.7307692307692308,33.0
477,Thune,John,SD,1,0.5,-0.5,21867,1.0,-0.33,833720.0,54126.0,senjohnthune,0.7531645569620253,197.0
478,Tillis,Thom,NC,1,0.5,-0.5,21997,1.0,-0.33,9445115.0,50320.0,senthomtillis,0.9339080459770115,371.0
479,Timmons,William,SC,1,-0.5,-0.5,13353,1.0,0.33,665895.0,51718.0,reptimmons,0.9223300970873787,111.0
480,Tipton,Scott,CO,1,-0.5,-0.5,23387,1.0,1.0,697295.0,50817.0,reptipton,0.8442622950819672,141.0
481,Titus,Dina,NV,-1,-0.5,0.5,25749,1.0,1.0,554245.0,38000.0,repdinatitus,0.8125,323.0
482,Tlaib,Rashida,MI,-1,-0.5,0.5,16190,1.0,0.33,660370.0,33995.0,reprashida,0.8181818181818181,221.0
483,Tonko,Paul,NY,-1,-0.5,-0.5,26088,1.0,1.0,699020.0,64226.0,reppaultonko,0.8235294117647058,240.0
484,Toomey,Patrick,PA,1,0.5,-0.5,21553,1.0,-0.33,12390675.0,56951.0,sentoomey,0.7758620689655172,71.0
485,Torres,Norma,CA,-1,-0.5,0.5,20319,0.0,1.0,601835.0,57159.0,normajtorres,0.8453237410071943,321.0
486,Torres Small,Xochitl,NM,-1,-0.5,0.5,13154,0.0,0.33,644560.0,41797.0,reptorressmall,0.9301310043668123,245.0
487,Trahan,Lori,MA,-1,-0.5,0.5,17191,1.0,0.33,695185.0,77995.0,reploritrahan,0.82421875,301.0
488,Trone,David,MD,-1,-0.5,-0.5,23802,1.0,0.33,681490.0,75774.0,repdavidtrone,0.8672839506172839,367.0
489,Turner,Michael,OH,1,-0.5,-0.5,22229,1.0,1.0,705675.0,49988.0,repmiketurner,0.9565217391304348,96.0
490,Udall,Tom,NM,-1,0.5,-0.5,26484,1.0,-0.33,1954250.0,46718.0,senatortomudall,0.7452830188679245,399.0
491,Underwood,Lauren,IL,-1,-0.5,0.5,12466,-0.5,-1.0,695550.0,90345.0,repunderwood,0.8953488372093024,475.0
492,Upton,Fred,MI,1,-0.5,-0.5,24683,1.0,1.0,694955.0,51477.0,repfredupton,0.9099307159353349,472.0
493,Van Drew,Jefferson,NJ,-1,-0.5,-0.5,24742,1.0,0.33,691390.0,60756.0,congressmanjvd,0.76,62.0
494,Van Hollen,Chris,MD,-1,0.5,-0.5,22595,1.0,-0.33,5517145.0,78916.0,chrisvanhollen,0.7430167597765363,225.0
495,Vargas,Juan,CA,-1,-0.5,-0.5,21808,0.0,1.0,591345.0,46639.0,repjuanvargas,0.8725490196078431,115.0
496,Veasey,Marc,TX,-1,-0.5,-0.5,18219,-0.5,1.0,532215.0,38445.0,repveasey,0.9065934065934066,199.0
497,Vela,Filemon,TX,-1,-0.5,-0.5,21100,0.0,1.0,618805.0,37989.0,repfilemonvela,0.8564593301435407,239.0
498,Velazquez,Nydia,NY,-1,-0.5,0.5,24709,0.0,1.0,598300.0,55207.0,nydiavelazquez,0.825531914893617,276.0
499,Visclosky,Peter,IN,-1,-0.5,-0.5,26032,1.0,1.0,698475.0,56370.0,repvisclosky,0.84375,37.0
500,Wagner,Ann,MO,1,-0.5,0.5,21253,1.0,1.0,737410.0,79724.0,repannwagner,0.8804347826086957,103.0
501,Walberg,Tim,MI,1,-0.5,-0.5,25425,1.0,1.0,695940.0,56427.0,repwalberg,0.9155844155844156,167.0
502,Walden,Greg,OR,1,-0.5,-0.5,23325,1.0,1.0,756525.0,49837.0,repgregwalden,0.9074074074074074,236.0
503,Walker,Mark,NC,1,-0.5,-0.5,18812,1.0,1.0,717700.0,47335.0,repmarkwalker,0.7674418604651163,159.0
504,Walorski,Jackie,IN,1,-0.5,0.5,20915,1.0,1.0,695045.0,51292.0,repwalorski,0.8590909090909091,251.0
505,Waltz,Michael,FL,1,-0.5,-0.5,17095,1.0,0.33,706230.0,46882.0,repmichaelwaltz,0.7559523809523809,209.0
506,Warner,Mark,VA,-1,0.5,-0.5,24082,1.0,-0.33,7816285.0,68766.0,markwarner,0.6956521739130435,240.0
507,Warren,Elizabeth,MA,-1,0.5,0.5,26084,1.0,1.0,6234915.0,74167.0,senwarren,0.6701030927835052,387.0
508,Wasserman Schultz,Debbie,FL,-1,-0.5,0.5,19778,1.0,1.0,639660.0,61513.0,repdwstweets,0.7433155080213903,235.0
509,Waters,Maxine,CA,-1,-0.5,0.5,30048,-0.5,1.0,595560.0,54614.0,repmaxinewaters,0.4920634920634921,95.0
510,Watkins,Steven,KS,1,-0.5,-0.5,16134,1.0,0.33,699670.0,51778.0,rep_watkins,0.0,0.0
511,Watson Coleman,Bonnie,NJ,-1,-0.5,0.5,27681,-0.5,1.0,649630.0,85744.0,repbonnie,0.7614213197969543,244.0
512,Weber,Randy,TX,1,-0.5,-0.5,24613,1.0,1.0,679340.0,58103.0,txrandy14,0.7796610169491526,72.0
513,Webster,Daniel,FL,1,-0.5,-0.5,26140,1.0,1.0,710335.0,43610.0,repwebster,0.6585365853658536,55.0
514,Welch,Peter,VT,-1,-0.5,-0.5,26866,1.0,1.0,613910.0,57677.0,peterwelch,0.7613636363636364,109.0
515,Wenstrup,Brad,OH,1,-0.5,-0.5,22802,1.0,1.0,715415.0,55472.0,repbradwenstrup,0.9105960264900662,329.0
516,Westerman,Bruce,AR,1,-0.5,-0.5,19361,1.0,1.0,699895.0,39586.0,repwesterman,0.8059701492537313,160.0
517,Wexton,Jennifer,VA,-1,-0.5,0.5,19170,1.0,-1.0,725295.0,120384.0,repwexton,0.9038461538461539,399.0
518,Whitehouse,Sheldon,RI,-1,0.5,-0.5,23773,1.0,1.0,986560.0,61043.0,senwhitehouse,0.6991869918699187,160.0
519,Wicker,Roger,MS,1,0.5,-0.5,25341,1.0,1.0,2946760.0,42009.0,senatorwicker,0.8492462311557789,229.0
520,Wild,Susan,PA,-1,-0.5,0.5,23177,1.0,0.33,690233.0,0.0,repsusanwild,0.8511326860841424,355.0
521,Williams,Roger,TX,1,-0.5,-0.5,26001,1.0,1.0,712800.0,69083.0,reprwilliams,0.9476923076923077,342.0
522,Wilson,Frederica,FL,-1,-0.5,0.5,28505,-0.5,1.0,594600.0,38441.0,repjoewilson,0.95625,167.0
523,Wilson,Joe,SC,1,-0.5,-0.5,26776,1.0,1.0,669715.0,57253.0,repwilson,0.7168949771689498,281.0
524,Wittman,Robert,VA,1,-0.5,-0.5,22571,1.0,1.0,738925.0,81338.0,robwittman,0.9230769230769231,238.0
525,Womack,Steve,AR,1,-0.5,-0.5,23286,1.0,1.0,721855.0,47903.0,rep_stevewomack,0.9013452914798207,245.0
526,Woodall,Rob,GA,1,-0.5,-0.5,18545,1.0,1.0,657130.0,72481.0,reprobwoodall,0.84375,74.0
527,Wright,Ron,TX,1,-0.5,-0.5,24698,1.0,0.33,692060.0,65758.0,repronwright,0.8659217877094972,203.0
528,Wyden,Ron,OR,-1,0.5,-0.5,26134,1.0,-0.33,3753590.0,56119.0,ronwyden,0.7974137931034483,279.0
529,Yarmuth,John,KY,-1,-0.5,-0.5,26680,1.0,1.0,708115.0,51070.0,repjohnyarmuth,0.7961783439490445,189.0
530,Yoho,Ted,FL,1,-0.5,-0.5,23963,1.0,1.0,689685.0,45970.0,reptedyoho,0.6699999999999999,133.0
531,Young,Todd,IN,1,0.5,-0.5,17620,1.0,-0.33,6385820.0,52182.0,sentoddyoung,0.9297752808988764,381.0
532,Young,Don,AK,1,-0.5,-0.5,31941,1.0,1.0,712745.0,76440.0,repdonyoung,0.9069767441860466,94.0
533,Zeldin,Lee,NY,1,-0.5,-0.5,14905,1.0,1.0,679190.0,90435.0,repleezeldin,0.8206896551724138,171.0
