author,t_id,t_time,covid related?,Reliability Score,Tweet Text
SenBooker,1244292781201412096,2020-03-29 15:58:11,1,0,"Can’t say it enough—our public health workers, nurses, doctors, grocery store workers, delivery workers, and so many others on the frontlines of this crisis are true heroes that deserve our deepest appreciation. Thank you for everything you all are doing. #gratitude"
RepSpanberger,1239947971443200001,2020-03-17 16:13:28,1,0,"This morning, I was on Radio Poder to discuss my ongoing efforts to ensure that every Virginian has access to COVID-19 testing at no cost. We also talked about community resources like @FeedMoreInc that are helping so many of our #VA07 neighbors right now. https://t.co/IOkYO2HhiQ"
RepJayapal,1312480537584431104,2020-10-03 19:51:59,1,0,@stooleeoat Such a fun mask! 10/10 🐬🐋
SenDanSullivan,1263559005407936512,2020-05-21 19:55:17,1,0,"Gustavus, AK is getting a lot of national attention for the ingenuity &amp; leadership of the town’s grocer, Toshua Parker, who's store has become an even more essential lifeline during the coronavirus pandemic. Read more about Tosh’s extraordinary Alaskan resilience in @theHustle: https://t.co/H4chVOkquI"
RepLBR,1242913858999783425,2020-03-25 20:38:50,1,0,RT @RepBarragan: Proud to join @RepLBR in support of health care workers serving on the frontlines of the #Coronavirus pandemic.   Those ri…
RepJoeMorelle,1245124948903055361,2020-03-31 23:04:55,1,0,"RT @13WHAM: WATCH LIVE: @DrMikeMendoza, @RepJoeMorelle &amp; @CountyExecBello take YOUR questions on coronavirus now from 7-8pm: https://t.co/D…"
RepJohnKatko,1255171063299878912,2020-04-28 16:24:36,1,0,"Tonight at 7pm on @NewsChannel9, I will be joining Democrats and Republicans from NYS’s Congressional Delegation for a virtual bipartisan town hall on COVID-19. We will be taking questions from Central New Yorkers and viewers across the state and discussing the COVID-19 pandemic. https://t.co/pG5hcN84nc"
repdavidscott,1243200772243894272,2020-03-26 15:38:56,1,0,@RashidaTlaib: I appreciate your leadership on this issue and am proud to work with you to help families who are experiencing hardships and facing utility shutoffs during the #COVID19 outbreak. https://t.co/wvg2GK9s1F
RepAngieCraig,1286791927749398530,2020-07-24 22:34:37,1,0,I met with @DakotaCountyMN Commissioners this week to hear their plans for the $52 million I helped secure for the County in the CARES Act. I look forward to working with them as I continue to ensure #MN02 receives the help necessary to fight COVID-19.
WarrenDavidson,1254838101547122689,2020-04-27 18:21:31,1,0,"RT @politico: The Senate will return on Monday, May 4 after an extended recess amid the coronavirus pandemic, Senate Majority Leader Mitch…"
VernBuchanan,1242900685315768320,2020-03-25 19:46:30,1,0,"During a public health emergency, it’s encouraging to see members of our community stepping up and doing their part to help the public. Thank you @LoadedCannonFL  and @MotorworksBrew. Keep up the great work!   https://t.co/LdF1x7eHkV"
RepSpanberger,1256329289999384576,2020-05-01 21:06:58,1,0,"Thank you for sharing our Kids Town Hall with more Central Virginia families today, @8NEWS. If anyone in #VA07 would like to revisit the event, a recording is posted on the ""Updates from My Office"" page under the Coronavirus tab at https://t.co/pjyPm9dcKP. https://t.co/DzmR2bbROf"
RepGilCisneros,1313948039862784000,2020-10-07 21:03:19,1,0,RT @SBCountyPH: Visit https://t.co/YZpdwql4ZD for food assistance resources and other general information about COVID-19 in San Bernardino…
RepDavidKustoff,1296545026177208324,2020-08-20 20:29:57,1,0,"I spoke at the @BartlettChamber about the next COVID-19 relief bill &amp; how we will get our economy up &amp; running. Thanks to Chamber President John Threadgill for the invite, @BARTLETTPOLICE for their great work, &amp; West TN law enforcement as a whole for keeping our communities safe. https://t.co/Lc8L9n64Y7"
RepBrianMast,1245001156914565120,2020-03-31 14:53:01,1,0,LIVE on Facebook right now talking about the types of loans (including forgivable loans) available to small businesses from @SBAgov to help with coronavirus related impacts: https://t.co/GkYOYFPkZ7
ChuckGrassley,1257792762478563329,2020-05-05 22:02:17,1,0,Attorney General Barr updated Sen Durbin &amp; me 2day about DOJ COVID mitigation &amp; implementation efforts in fed prison system Encouraged to hear about ramped up use of First Step Act authority re: home confinement for… https://t.co/noCFdrG3YD
RepTomReed,1293652467364900867,2020-08-12 20:55:57,1,0,"Great to sit down with the Greater Valley Chamber of Commerce and their new president, Sue Williams.   Today's meeting focused on supporting our local businesses and helping the community persevere through the economic impacts of this pandemic. https://t.co/qO14DKvF6d"
RepRWilliams,1258776716643835906,2020-05-08 15:12:10,1,0,It was an honor to deliver breakfast this morning to some of our front line health care workers at the Texas Health Huguley drive-thru testing site. We owe each one of them an immense debt of gratitude. #TX25 https://t.co/iuvYMS1XOH
SpeakerPelosi,1299070400375271424,2020-08-27 19:44:53,1,0,"A short time ago, I spoke with White House Chief of Staff Mark Meadows. It is clear that the Administration continues to disregard the needs of the American people as the coronavirus crisis devastates lives &amp; livelihoods. https://t.co/1vYgXx1dmy"
RepCardenas,1248350196502876161,2020-04-09 20:40:54,1,0,"Today, I joined Representatives Schakowsky, Cicilline, Pallone, and Nadler in Introducing the COVID–19 Price Gouging Prevention Act to protect consumers from price gouging during the coronavirus national emergency.  https://t.co/XLry8AsEX6"
RepSeanMaloney,1256046065930981377,2020-05-01 2:21:32,1,0,RT @RepDerekKilmer: The CARES Act funded programs to help small businesses and their workers get through this pandemic. Unfortunately some…
RepBillFoster,1306371920233889792,2020-09-16 23:18:31,1,0,"When it comes to development of a #COVID19 vaccine, decisions should be based on the best available science. Full stop."
SenGaryPeters,1260669443253964800,2020-05-13 20:33:12,1,0,Essential workers in Michigan and across the U.S. are on the front lines helping our communities confront this pandemic.   I’m encouraged the new House Coronavirus package includes a provision based on my Heroes Fund proposal to give frontline workers extra pay. https://t.co/Z3nEyHIFgI
SenatorCantwell,1244656323729465344,2020-03-30 16:02:46,1,0,Today I want to thank all our doctors - particularly those on the front line of this #COVID19 crisis - who are working around the clock &amp; doing everything they can to help keep Washingtonians safe. #NationalDoctorsDay https://t.co/LC6oCXkyMh
USRepGaryPalmer,1265332986523922434,2020-05-26 17:24:27,1,0,I'm pleased President @realDonaldTrump has highlighted the importance of faith communities during this difficult time for our country. Check out these new interim guidelines from @CDCgov on how churches can safely hold services while we navigate #COVID19. https://t.co/25MfQ0ifaT
SenCoryGardner,1248410757668073472,2020-04-10 0:41:33,1,0,"Thank you to everyone who participated in my #COVID19 telephone town hall today with @GovofCO. If you missed it, you can listen here for the latest about what Coloradans should know and how our state is responding. ⬇ https://t.co/DvbCFQ352h"
NormaJTorres,1283176853528735744,2020-07-14 23:09:36,1,0,"Expanded unemployment benefits passed in the #CARESAct expire in 2 weeks, but we’re far from done with #COVID19.    Families can't afford to return to less than a $100 a week. We need an extension, but the @GOP is standing in the way. #FamiliesFirst https://t.co/cxunWfx0Qp"
RepBalderson,1238857167505166339,2020-03-14 15:59:00,1,0,"Last night I voted in favor of the bipartisan #coronavirus package: ✅Free testing ✅Paid sick leave  ✅Enhanced unemployment insurance ✅Food security for seniors, children &amp; low income families  No politics. No games. Just common sense solutions that put Americans' lives first."
RepVeasey,1263119093630148608,2020-05-20 14:47:14,1,0,Join me tomorrow at 11:30 am for a FB live discussion about the passage of the new coronavirus relief bill. The #HeroesAct ensures American people get the economic and health support they need to get through this coronavirus crisis. Make sure to tune in! https://t.co/PRsZnEmvX8
RepPeteStauber,1253382138965221376,2020-04-23 17:56:03,1,0,"The House will vote later today approve more funding for the Paycheck Protection Program. This program has played a critical role in protecting American paychecks amid COVID-19, so I'm looking forward to voting for legislation that will replenish the PPP with $310 billion. https://t.co/Zsm6RnrujC"
SenatorBaldwin,1293974348605165568,2020-08-13 18:15:00,1,0,Let me be clear. @VP Pence is rationing health care in Wisconsin by not providing our state the testing supplies we need and diverting them elsewhere.  https://t.co/kB8ozcuXbQ
SenatorRounds,1257404577403584512,2020-05-04 20:19:47,1,0,"RT @SenKevinCramer: Four major meatpackers control 80% of the market.   As we work to protect our food supply chain during #COVID19, @Senat…"
USRepMikeDoyle,1281643908867424260,2020-07-10 17:38:14,1,0,"1/3 Last month, I questioned @HHS_ASH and @SteveFDA about the federal government’s plan to avoid another shortage of personal protective equipment (#PPE) for our #frontlineworkers during the #COVID19 pandemic.  https://t.co/0FixQJ8kgM"
RepBobbyRush,1261006500912410624,2020-05-14 18:52:32,1,0,"@MyreeATL Maybe, but bill numbers are assigned in numeric order.  What's scarier is that black Americans are dying at much higher rates than other groups, but are much less likely to get the testing they want/need. My bill addresses that. https://t.co/lRsDfSPl3A"
RepRiggleman,1321519387497680898,2020-10-28 18:29:09,1,0,"Happy #FirstRespondersDay to the firefighters, EMTs, police officers and healthcare workers that serve on the front lines to protect us everyday. I am especially grateful to the first responders of #VA05 that are leading us through the pandemic on the ground every day. https://t.co/ulLNUgGh3h"
RepJoseSerrano,1258113387571142656,2020-05-06 19:16:20,1,0,RT @32BJSEIU: Thank you @RepJoseSerrano for talking with members Yenny Hernandez &amp; Regina Thompson on their experiences durin  COVID19. You…
RepBenCline,1242801574734368768,2020-03-25 13:12:40,1,0,"Early this morning, Senate leaders &amp; the White House reached a deal on an emergency relief package for businesses and individuals affected by COVID-19. The Senate is expected to vote later today, &amp; I look forward to reviewing the bill as it comes to the House for consideration. https://t.co/zr6KTmPyK2"
RepJayapal,1320523374330843142,2020-10-26 0:31:21,1,0,"By prioritizing taking health care away from millions over passing critical COVID relief, Senate Republicans continue to put our lives and livelihoods at risk."
ChrisVanHollen,1242131138124144640,2020-03-23 16:48:35,1,0,"Introduced another bill to add to the funding package, this time with @SenSherrodBrown, to protect workers, small businesses, and nonprofits from predatory lenders and loan sharks who are trying to profit off of a public health crisis by charging exorbitant interest rates. https://t.co/rvKzESLOPR"
RepFilemonVela,1245839475986423808,2020-04-02 22:24:12,1,0,RT @HomelandDems: Completely meaningless and useless to the American people.  Where are the masks?  Where are the tests? https://t.co/OG3gN…
VernBuchanan,1293297113145712640,2020-08-11 21:23:54,1,0,RT @mysuncoast: “People need to be ready in the age of COVID and plan accordingly. You can’t wait until the last minute when the storm is b…
RepHuffman,1252388518162124801,2020-04-21 0:07:45,1,0,"If you’re an SSA retirement, survivor, or disability recipient with dependents &lt;17 and didn’t file your 2018/2019 taxes, #TakeActionNow and visit https://t.co/Oxxuy5WmSh and enter your payment information by WEDNESDAY 4/22 to receive additional #COVID19 relief payments."
RepSherrill,1296808843490492416,2020-08-21 13:58:16,1,0,Thanks @RepKevinHern for highlighting the importance of expanded telehealth and our Protect Telehealth Services Act! There is broad bipartisan support for telehealth and I'm glad to be working with you on this issue that's so important for NJ residents. https://t.co/pxaZTColKN
RepTimRyan,1242821288235659264,2020-03-25 14:31:00,1,0,"Happening tonight! If you live in OH-13, text TIMRYAN to 833-txt-live to register and bring your latest #COVID19 questions for me and a senior @ClevelandClinic administrator. https://t.co/0yk1cnZKex"
RepRonEstes,1238694108295835651,2020-03-14 5:11:03,1,0,(2/5) These are priorities for the president and for Congress. My colleagues and I fought against the majority’s desire to expand this bill well beyond the bounds of the COVID-19 outbreak and play politics with the lives of the American people.
RepNewhouse,1258817406706814989,2020-05-08 17:53:52,1,0,I encourage you to take some time today to look up and say a prayer of thanks for the healthcare professionals who are sacrificing their own health and safety to care for our communities.
RepAndyBiggsAZ,1314685993589628933,2020-10-09 21:55:41,1,0,RT @justin_hart: One of the few shining lights among elected officials during this pandemic has been @RepAndyBiggsAZ - Here's Rep Biggs tak…
RepWilson,1258087780334305283,2020-05-06 17:34:35,1,0,"Our nation’s nurses have shown us time and time again what true dedication, compassion and hard work really mean. This #NationalNursesDay, we must honor our health care professionals by making sure they have the resources they need to save lives. https://t.co/EeqXXCr4NP"
RepRonKind,1238133020965683201,2020-03-12 16:01:30,1,0,RT @RepBarragan: Seniors concerned about exposure to #COVID19 should not have to worry about the costs of being tested.   That’s why @RepRo…
RepFrenchHill,1281711035385368577,2020-07-10 22:04:58,1,0,"This afternoon, I met met with Sheriff Rodney Wright from @SCSOArkansas.  We discussed efforts being made to keep #central #Arkansas, and the law enforcement officers who protect her, safe during this #COVID19 pandemic. https://t.co/D8fai7YfyI"
RepGrothman,1253374261286371328,2020-04-23 17:24:45,1,0,Thank you to the brave men and women who are keeping our country healthy and safe! https://t.co/Y9Tg0x20i2
RepDebDingell,1258479382420688898,2020-05-07 19:30:40,1,0,"Moms are health care workers, janitors, grocery store and market cashiers, and delivery service people, child care and home care workers. They are essential to our country, community and bring the strength of a mother to our fight against coronavirus. #FrontlineMoms"
RepKathleenRice,1277606604075085824,2020-06-29 14:15:25,1,0,"The House passed the #HEROESAct 45 days ago today. But thanks to @senatemajldr, the Senate has done nothing since.  Cases are skyrocketing &amp; continued inaction will cause this crisis to spiral out of control.  It's time for Mitch McConnell to do his job."
RepJudyChu,1247206123402407937,2020-04-06 16:54:46,1,0,"Treating coronavirus can cost from $30,000-$75,000 w/out insurance. So far, 13k Californians have gotten sick, w/ peak still weeks away. Not having insurance is not an option. That's why, in addition to covering #COVID19 costs, we must protect ACA from GOP attacks #protectourcare"
RepDelBene,1294377386453106693,2020-08-14 20:56:31,1,0,We can’t leave anyone behind if we want our country &amp; economy to recover from this pandemic. Glad to see @GovInslee’s new relief fund to ensure everyone receives vital #COVID19 assistance. https://t.co/HEflAPBZtk
RepDustyJohnson,1245391556577804289,2020-04-01 16:44:20,1,0,Don't miss my COVID-19 tele-town hall tonight with Steve Westra from the @SDGOED. Details below📞⬇️ https://t.co/LnNSxc13X0
jahimes,1243586390916464641,2020-03-27 17:11:14,1,0,"As debate ends, I count 80 members in the gallery and maybe 120 on Floor. Getting close to a quorum. And a little too close for comfort. #coronavirus   This bill is getting done. Now on to making sure the $ gets out to the unemployed and the devastated."
RepGregPence,1251562586874806272,2020-04-18 17:25:48,1,0,Hoosier business owners &amp; employers are suffering because of #COVID19. They rely on #PPP to help them stay afloat during this unprecedented challenge our country faces. D.C. Democrats must STOP blocking funding to #PPP - the political games are unacceptable.
SenBooker,1241115472332021762,2020-03-20 21:32:42,1,0,"Over 1,500 Amazon employees have publicly voiced their concerns that Amazon is not doing enough to protect its staff during the #COVID19 outbreak, putting not just their workers at risk but the country. I, along with my colleagues, just sent this letter requesting answers. https://t.co/aC1xB0p1cV"
RepChuyGarcia,1290654708261179392,2020-08-04 14:23:56,1,0,"RT @MauricioPena: As residents struggle with the economic downturn of coronavirus, volunteers are bringing fully stocked refrigerators to n…"
RepDavidTrone,1262798892636176385,2020-05-19 17:34:52,1,0,Today my #TeamMaryland colleagues and I spoke with @MedstarHealth to hear how hospitals in Maryland and the DC region are managing the COVID-19 crisis. We couldn't be more thankful for our hospital workers and health care professionals working to protect our communities.
RepJohnYarmuth,1289941332329340928,2020-08-02 15:09:14,1,0,"RT @HouseBudgetDems: Fiscal support is helping to mitigate the pandemic’s damage &amp; averting worse economic outcomes. But, instead of doing…"
RepAndreCarson,1242149843533017089,2020-03-23 18:02:55,1,0,"The student loan debt crisis is out of control, and the economic devastation of #COVID19 makes that even clearer. That's why I have cosponsored the “Student Debt Emergency Relief Act,"" which cancels at least $30K in loan debt per borrower."
RepHoulahan,1289237865847693312,2020-07-31 16:33:54,1,0,I have mounted an effort to demand answers from the Department of Veteran Affairs. I’d sure like to see lessons learned in real time instead of post pandemic and post autopsy. Our veterans deserve better.
RepAlexMooney,1260534836579663873,2020-05-13 11:38:19,1,0,"TODAY the 167th Airlift Wing, in Martinsburg, &amp; 130th Airlift Wing, in Charleston, will honor front line COVID-19 first responders &amp; health care workers with a flyover of hospitals throughout the region as part of @usairforce's Operation American Resolve. https://t.co/v0dCia4W6t"
repdelgado,1302983635893661696,2020-09-07 14:54:41,1,0,"Happy #LaborDay to the hard-working men and women across #NY19. This year, I extend my gratitude to the frontline &amp; essential workers including nurses, firefighters, teachers, grocery store workers and others who have kept us safe throughout this pandemic. https://t.co/hp73PiTxwz"
RepTimBurchett,1262436803786743808,2020-05-18 17:36:03,1,0,"I am joining @toddstarnes at 1:45pm to discuss the radical #HeroesAct, what should be included in any future #COVID19 relief bill, and other news of the day. Listen live here! https://t.co/urQb9j7wlG"
RepJohnLarson,1263856545982492673,2020-05-22 15:37:36,1,0,"We need to protect student loan borrowers, especially during this pandemic. I am proud to support @RepJoeCourtney's proposal to put money back in the pockets of student loan borrowers while giving the economy a much needed boost during this national crisis."
SenPatRoberts,1245092942399881216,2020-03-31 20:57:44,1,0,"Working with our local governments is crucial as our state deals with the impacts of the coronavirus. Today, I spoke with members of the @LeagueKSMunis to provide a federal update and hear their concerns. We will get through this together."
RepRubenGallego,1283870761262907403,2020-07-16 21:06:57,1,0,"In March, @dougducey said “nobody should be forced out of their home because of #COVID-19.” At today’s presser, I urge the Governor to extend his stay of evictions to keep Arizonans safe at home. https://t.co/G4LFHS3ywC"
JacksonLeeTX18,1261355302403878918,2020-05-15 17:58:33,1,0,"This resolution allows Congress to be #prepared, in case of a catastrophic resurgence of #COVID19.  Elenor Roosevelt said ""One thing I believe profoundly — we make our own history"" That is what we are doing, we are making our own history so that we can serve the American people! https://t.co/apxYesIyBd"
lisamurkowski,1291457663990214659,2020-08-06 19:34:35,1,0,"I have tremendous gratitude for all the healthcare workers &amp; individuals who have worked to protect Alaskans every day. Yesterday I spoke on the Senate floor to commend Alaska’s unsung heroes of the #COVID19 response effort, including Alaska’s Chief Medical Officer, @annezinkmd. https://t.co/i48HieMexg"
SenKamalaHarris,1315069899144798209,2020-10-10 23:21:11,1,0,"It comes down to this: months into a global pandemic that has killed more than 214,000 Americans, Senate Republicans are pushing through a SCOTUS confirmation instead of taking up legislation to help people get through the worst health crisis our country has seen in a century."
RepFredUpton,1305892455703883778,2020-09-15 15:33:18,1,0,"Proud to be part of the @ProbSolveCaucus as we fight to get COVID-19 relief through the Congress.  It’s possible. It’s doable. And it has to be done. Too many Americans are really struggling. They need help, and our plan delivers for them. #MI06 https://t.co/Yh6TFy0o5i"
RepMikeQuigley,1256026299417550849,2020-05-01 1:03:00,1,0,"Yesterday, I spoke with Secretary @StevenMnuchin1 about @USTreasury’s COVID-19 response efforts. As a House Appropriations Committee member, I’m working to ensure the effective use of Treasury funds to support American businesses &amp; help stabilize the economy. #AppropriatorsAtWork https://t.co/vxEpbIugUL"
MartinHeinrich,1249704858510405633,2020-04-13 14:23:51,1,0,.@SenatorTomUdall and I are working around the clock to fight for New Mexicans during the #COVID19 pandemic and hold the Trump admin accountable every step of the way. Read our op-ed in the @ABQJournal: https://t.co/kmdHuUKK52
RepAndreCarson,1306614146818072579,2020-09-17 15:21:02,1,0,I urge my GOP colleagues to accept the facts about this virus and its ongoing devastation on our country.
RepRoKhanna,1248385955217780736,2020-04-09 23:03:00,1,0,"Tonight, 87 million Americans are going to sleep either uninsured or underinsured in the middle of a global pandemic.   We are the richest country on earth.   We can afford to give everyone health care."
RepDelBene,1249067999539138561,2020-04-11 20:13:12,1,0,"The IRS is extending the tax filing &amp; payment deadline for non-profit hospitals, universities, &amp; other tax-exempt orgs, in response to a letter I sent with 33 other members last week. This will help address some of the financial disruptions caused by #COVID19. My full statement: https://t.co/9GudwozTAx"
SenSanders,1243589557565693957,2020-03-27 17:23:49,1,0,RT @Ilhan: Amazon is putting the lives of workers at risk by exposing them to COVID-19.   That's why I led a letter with @SenSanders demand…
RepGraceMeng,1267954144729542657,2020-06-02 23:00:00,1,0,"#NYS is moving forward to allow non-essential businesses to re-open in phases.  Eligibility for this will be determined by health metrics for each region.  To see if you can reopen, please go here: https://t.co/4q2wc82NEI"
RepScottPeters,1281663152611045377,2020-07-10 18:54:42,1,0,"Yesterday, I met up with @RepSusanDavis, @RepJuanVargas, and @RepMikeLevin (socially distanced!) to talk about San Diego jobs, police reform, COVID response, and more. https://t.co/8wqNEwkBQb"
SenatorCollins,1265733967019458560,2020-05-27 19:57:48,1,0,"USPS employees maintain this essential service despite increased risks due to COVID-19. Today, I thanked the hardworking employees at the Hampden USPS Processing Plant. The next COVID-19 relief bill must include emergency funding for USPS &amp; protections for front-line USPS workers https://t.co/Yah4W7mCTu"
RepTomGraves,1280949255134416898,2020-07-08 19:37:55,1,0,"In my last @HouseAppropsGOP @AppropsDems cycle in #congress I'll continue to champion #cyber #telecommunications issues, especially as #US workforce is disrupted and displaced as a result of #COVID19. https://t.co/MmCQ0KrAmY"
Call_Me_Dutch,1250166717042565120,2020-04-14 20:59:06,1,0,"Just signed onto another letter to Sec. Azar of @HHSGov, urging him to direct future #CARESAct funding to #MD hospitals + other health care entities most in need, as well as calling for complete transparency on how the grants are distributed. More: https://t.co/j9SBkIv8Do"
RepBera,1250121287273451522,2020-04-14 17:58:35,1,0,I joined @cspanwj to discuss California's response to the #COVID19 pandemic. https://t.co/ftz3QYKDGd
RepBryanSteil,1288601501909352450,2020-07-29 22:25:13,1,0,"RT @AnthonyDaBruzzi: As lawmakers in Washington, D.C. debate the second round of #COVID19 funding for states, @RepBryanSteil is asking @Gov…"
RepDavid,1290711041698127872,2020-08-04 18:07:47,1,0,Pleased to see this Administration is taking critical steps to make #telehealth services permanent. This technology provides accessible and affordable care that Americans deserve.   Now we must pass the Protecting Access to Post-COVID19 Telehealth bill in Congress. ✅ https://t.co/sh4xVlpJAt
RepFrenchHill,1270750394096979968,2020-06-10 16:11:18,1,0,"Thank you to Bettina Randle, President of the #Arkansas Homeless Coalition, and all the members who joined our discussion about how #homeless #shelters and providers are adapting to #COVID19.   We discussed the challenges that they are facing and what to anticipate in the future. https://t.co/HCqFewTpUm"
SenatorDurbin,1298033101394923521,2020-08-24 23:03:02,1,0,"When I heard that children’s hospitals like @LurieChildrens were getting shut out of #COVID19 funding, I reached out to @SecAzar to ask him to reconsider. Pleased that my appeal was heard &amp; Lurie received $23M last week. Great speaking to Dr. Shanley today about this new funding."
RepDebHaaland,1300805057630343168,2020-09-01 14:37:48,1,0,"Our National Guard stepped up to deliver relief to communities, yet, the Trump Admin refuses to cover the cost. That's why @RepCheri, @RepMaxRose &amp; I introduced the UNITED Act to ensure National Guard members have support to fulfill their #COVID19 missions https://t.co/ERLbOr3AdI"
SenatorBennet,1290730015336865792,2020-08-04 19:23:10,1,0,"Thanks for your leadership in the push for #Masks4All across the world, @jeremyphoward. https://t.co/wike8WIhr3"
RepBrindisi,1239653683765403648,2020-03-16 20:44:04,1,0,@NYSCounties Thank you for the support! Now it’s time for us to support our Counties that are on the frontline fighting this pandemic.
SenatorBennet,1290735119012159489,2020-08-04 19:43:27,1,0,"From running testing sites to restocking food banks, the National Guard has been critical to the #COVID19 response. Extending federal deployment is the right move, but cutting funding for this effort by 25% is not.    https://t.co/hUjwsCqlfU"
RepKatiePorter,1241819077510823938,2020-03-22 20:08:34,1,0,"As a single working mom, I have to juggle—I couldn’t do it without a childcare provider. As the #COVID_19 pandemic continues to take kids out of school and after this emergency has passed, let’s take time to thank our nation’s #childcare providers, who make the juggling possible."
RepDerekKilmer,1279209866133942272,2020-07-04 0:26:13,1,0,"Don’t forget! If you’re heading outside this holiday weekend, make sure you plan ahead and follow CDC guidelines to help prevent the spread of COVID-19. Check out the #RecreateResponsibly guidelines for getting outside responsibly: https://t.co/RT1A2yMyF4 https://t.co/x4fAaFbsVU"
SenatorSinema,1249504827597561858,2020-04-13 1:09:00,1,0,Amazing Valley t-shirt company X-treme Apparel is printing shirts to raise money for the Arizona coronavirus relief fund. https://t.co/scgd3dzKsV
SenBlumenthal,1267246500381409282,2020-06-01 0:08:04,1,0,I commend the courage of parents &amp; the commitment of @ctchildrens for helping kids through their illnesses &amp; injuries. Medical staff &amp; other COVID-19 frontline workers deserve more than just our thanks. Congress must enact a Heroes Fund to provide additional compensation.
RepStefanik,1247877452250128386,2020-04-08 13:22:23,1,0,I'll be joining this #COVID19 relief funding opportunities call hosted by the @gwncchamber this afternoon to give a brief update on how my office is here to help your #NY21 small business. 👇 https://t.co/w7eaCkEtJd
RepCarbajal,1242119888229093383,2020-03-23 16:03:53,1,0,"To healthcare workers, food service workers, grocery store employees, first responders, delivery drivers, pharmacists, TSA agents, transit employees, educators, public health officials, plumbers and all the helpers who are keeping us going on the front lines: Thank you. https://t.co/nVumsIKc7o"
RepMaxRose,1240736738672136193,2020-03-19 20:27:44,1,0,RT @NYSDEC: DEC Commissioner @BasilSeggos gives a tour of the now up and running #COVID19 testing facility on #StatenIsland to Congressman…
GReschenthaler,1250456432912277504,2020-04-15 16:10:20,1,0,Have you lost your job due to #COVID19? New opportunities may be out there.    Employers across Pennsylvania are looking to hire new staff. Click the link below to find job openings near you. https://t.co/83vAyuqtE7
RepSmucker,1302003508401455104,2020-09-04 22:00:01,1,0,"I had the opportunity to ride-along with a local UPS driver to learn about how COVID-19 has affected their industry. Thanks to the hardworking men &amp; women working as postal workers, in logistics &amp; warehousing &amp; so many on the frontlines working to keep our economy moving! https://t.co/k91T3PDxaE"
RepDMP,1304470630277025792,2020-09-11 17:23:28,1,0,"I want to make it very clear that we expect state/local officials to be transparent with the numbers. The pattern of manipulating COVID data must stop.   We don’t need anyone to downplay this, we need the truth. That’s the only way we can keep our families &amp; communities safe. /1"
virginiafoxx,1256266470306299904,2020-05-01 16:57:21,1,0,"RT @EdLaborGOP: Today, the Committee held a virtual roundtable on #COVID19 &amp; its impact on students, workers, &amp; businesses.  @EdLaborGOP Le…"
RepCarbajal,1238688867789803520,2020-03-14 4:50:14,1,0,On my way to vote for the bipartisan #FamiliesFirst Coronavirus Response Act! https://t.co/wJ1aJ5DXmN
RepKatiePorter,1290396025727852546,2020-08-03 21:16:01,1,0,"I had so much fun talking with @kaylawebley about what it's like being a single mom in Congress during a pandemic. Even though venting to a reporter is not what my staff would call a ""best practice,"" I don't really have time to not keep it real 🤷‍♀️   https://t.co/3hVcFaoAj8"
SenJackReed,1248256591511633921,2020-04-09 14:28:57,1,0,"Hospitals, health centers, &amp; primary care practices are cornerstones of our communities &amp; public health. If they collapse under the strain of #COVID19, everyone suffers. Congress must work together to bolster our health system to keep people &amp; the economy healthy."
RepSmucker,1247503738543243264,2020-04-07 12:37:23,1,0,"Today, while the nation is staying home to #SlowTheSpread, truck drivers across America are out delivering needed supplies to our hospitals and grocery stores. Thank you, for your continued dedication to delivering critical supplies to Americans.   https://t.co/3umA3d4yHu https://t.co/vrT8u08Y80"
RepSires,1288601396464553985,2020-07-29 22:24:48,1,0,Read my op-ed in @thehill expressing my solidarity with the Nicaraguan people and condemning Daniel Ortega’s disappearing act in the face of the coronavirus pandemic. https://t.co/GzNwt5aO7y
RepBradWenstrup,1246480470180859905,2020-04-04 16:51:17,1,0,"Great work, Connor! This is another excellent example of Americans getting creative and using their talents to help us overcome this pandemic. #InThisTogetherOhio  via @ChilliGaz https://t.co/tcQ9EjJluy"
RepFrenchHill,1253368406566469632,2020-04-23 17:01:29,1,0,"I commend Chairman Gary Patel and @gsaark for providing 1,000 free lunches to Little Rock area hospitals, officials, and first responders last Thursday. Tomorrow, they will be delivering lunches again. Thank you for your dedication to our community, and those combating #COVID19. https://t.co/ZOoeJPAZx0"
RepBarragan,1290129128260161536,2020-08-03 3:35:28,1,0,Caring for a loved one with #dementia is tough. Add #COVID and it’s harder. I experienced it firsthand with my mom who has #Alzheimers. Read this blog about the instersection of 3 pandemics.  We must address &amp; invest to eliminate the disparities among people of color. https://t.co/uQZY0BxrBJ
RepLowenthal,1240786930079580164,2020-03-19 23:47:11,1,0,We must address shortages of personal protective equipment NOW. Sickness or quarantine will remove doctors and nurses from the front lines when we need them most. The federal government MUST take the lead in procuring and directing these resources.
RepJohnLarson,1293572855192588290,2020-08-12 15:39:36,1,0,I joined my colleagues in urging the inclusion of immigrant families in the next COVID19 relief bill. Immigrant communities have been working on the frontlines to help our nation get through this crisis. They deserve this critical support. https://t.co/Gai9fgfNsW
boblatta,1239931239433474053,2020-03-17 15:06:58,1,0,RT @OHdeptofhealth: Most people who get COVID-19 will have mild symptoms and will recover fine. It's still important to stay home to limit…
